0 
0  start
0 pitied the
0 pity the
0 place came
0 place herself
0 place in
0 placed himself
0 plague stricken
0 plan chimerical
0 played a
0 played round
0 pleasant feeling
0 pleasant smile
0 pleased at
0 pleased smile
0 pleased to
0 pleased with
0 pleasure and
0 pleasure to
0 plume till
0 plump for
0 plus seduisante
1 point where
0 point will
0 polished manners
0 polite but
0 politely to
0 politeness and
0 politeness modestly
0 politeness prevented
0 political and
0 political matters
0 political necessity
0 poor and
0 poor boy
0 poor creature
0 poor girl
0 poor husband
1 poor invalid
0 porch following
0 porch waiting
0 position prince
0 positions it
0 post for
0 postilion started
0 power and
0 power in
0 power of
0 power that
0 power without
0 power yes
0 powerful nation
0 powerless before
0 praise and
0 preached liberty
0 pregnant did
0 pregnant princess
0 prejudices and
0 prepared if
0 prepared to
0 presence napoleon
0 present he
0 present mind
0 present time
0 presenting to
0 presently he
0 preserved all
0 press and
0 pressing pierre
0 pressure on
0 pretended to
0 pretense of
0 prettier than
1 pretty and
0 pretty little
0 pretty pregnant
0 pretty wife
0 pretty women
0 pretty young
0 prevent his
0 prevented her
0 prevented his
0 previous winter
1 prince and
19 prince andrew
0 prince answered
0 prince bolkonski
0 prince bowed
0 prince but
0 prince golitsyn
0 prince had
19 prince hippolyte
0 prince in
0 prince lavater
0 prince my
0 prince not
2 prince said
0 prince so
0 prince suddenly
20 prince vasili
0 prince was
0 prince who
0 prince with
4 princess and
0 princess as
2 princess bolkonskaya
0 princess charming
0 princess drawing
1 princess drubetskaya
0 princess either
0 princess had
2 princess helene
0 princess husband
0 princess i
0 princess in
1 princess is
0 princess listened
0 princess mary
0 princess of
0 princess picking
0 princess rested
0 princess shrugging
0 princess sister
0 princess smiled
1 princess smiling
0 princess sticking
0 princess taking
0 princess went
0 princess who
0 princess whom
0 princess with
0 princesse au
0 prisoners he
0 private person
0 privilege of
0 probably came
0 procure an
0 prodigal son
1 produced an
0 profound and
0 profound at
0 profound thinker
0 project gutenberg
1 promise do
1 promise i
0 promise that
0 promise vasili
0 promised nothing
0 promised they
1 promised to
0 proper and
0 proper motion
0 propos she
0 proposition his
0 prospect of
0 prove my
0 prove the
0 prove to
0 provocative proposition
0 prussia has
0 prussia he
0 prussia s
0 prussian neutrality
0 public opinion
0 puckered into
0 pulling at
0 pushed aside
0 put in
0 put off
1 put on
0 put up
0 qualms of
0 queen or
0 quelled it
1 question he
0 qui la
0 quick short
0 quickness and
0 quickness of
0 quiet fool
0 quiet little
0 quiet measured
0 quite a
0 quite at
0 quite french
0 quite ill
0 quite rightly
0 quite true
0 quoting napoleon
0 raconteur said
0 radiant smile
0 radiantly on
0 raised the
0 raising her
0 rallied her
0 ran as
0 ran out
0 rank and
0 rapturous almost
0 rather bigger
0 rather gloomy
0 rather out
0 rather silly
0 rather too
0 rattled prince
0 reached to
0 reaching the
0 reading it
0 readjusted a
0 ready he
2 ready to
0 real state
0 realized that
0 really believe
0 really you
0 reaping the
0 rearrangement kept
0 reason did
0 reason drawing
1 reasons for
0 rebuke him
0 received by
0 received that
1 reception and
0 reception anna
0 reception at
0 reception he
0 reception was
0 receptions prince
0 recognized one
0 recognizes his
0 recommend boris
1 recommended to
0 red hands
0 redeemed by
0 reference of
0 reference to
0 refined expression
0 refined french
0 reflecting i
0 refused be
0 refused to
0 regard him
0 regard you
0 regicide a
0 regicide again
0 regicide i
0 regime from
0 regular motion
0 reinforcement one
0 rejoinder and
0 rejoined anna
0 relapsed into
0 relation of
0 relief at
0 reluctantly and
1 rely on
0 remain any
0 remains on
0 remark for
1 remarked prince
0 remarked repeating
0 remarked the
0 remarks at
0 remarks rose
0 reminded him
0 reminded you
0 repaid by
0 repeated anna
0 repeating a
0 repeating the
0 replaced by
0 replied anna
0 replied pierre
4 replied the
0 reply and
0 reply he
0 reply though
0 reply unnecessary
0 reports she
0 reproach you
0 rescue pierre
0 resemblance he
0 resemblance to
0 resignation to
0 respect and
0 respect mingled
0 respect your
0 responsibility of
0 rest and
0 rest said
0 rest until
0 rested her
0 resting on
0 restore it
0 restored it
0 resumed her
0 resumed its
0 retained in
0 retire from
1 return to
0 returned from
0 returned to
0 revealed something
0 reverse act
0 revoir and
0 revoir cried
0 revoir good
1 revolution and
0 revolution become
0 revolution leaving
0 revolution suppressed
0 revolution was
0 revolution which
0 reward of
0 ribbon in
0 ribbon just
1 rich and
0 rich her
0 rid of
0 rid them
0 right she
0 right to
1 rightful king
0 rightly supposes
1 rights of
0 rising this
0 rivals suddenly
0 roast beef
0 robbery murder
0 rohans one
0 role on
1 room and
0 room approaching
0 room as
1 room but
0 room had
0 room her
0 room it
0 room prince
0 room the
0 room was
0 rose and
0 rose hurriedly
0 rose superior
1 rose to
0 rose with
0 rosy though
0 round and
1 round arm
0 round as
0 round her
0 round him
0 round his
1 round mortemart
0 round prince
3 round the
0 round toward
0 rousseau s
0 royalist emigrant
0 rubbing his
0 rubles a
0 ruffle and
0 rumyantsev through
0 run over
0 russia alone
0 russia barbaric
0 russia but
0 russia everyone
0 russia he
0 russia said
0 russian as
0 russian climate
0 russian in
0 russian ladies
0 russian or
0 russian still
0 rustle of
0 s a
0 s alarm
0 s all
1 s and
0 s arm
0 s beaming
0 s behalf
0 s but
0 s case
0 s chatter
0 s commentaries
0 s consent
0 s contrat
1 s daughter
0 s deprives
0 s dispatch
0 s drawing
0 s entertainment
0 s epigram
0 s eyes
2 s face
0 s fete
0 s friendship
4 s hand
0 s hatred
0 s head
0 s health
0 s life
0 s loftiness
0 s maid
0 s memory
0 s mercy
0 s mind
1 s name
0 s not
0 s outburst
0 s plan
1 s reception
0 s remarks
0 s sacrilegious
0 s said
0 s sake
0 s side
0 s simple
0 s social
0 s son
0 s story
0 s study
0 s the
0 s three
0 s time
0 s today
0 s unpleasant
0 s was
0 s way
0 s what
0 s wife
1 s words
0 saber prince
0 sacrilegious words
0 sad current
0 sadness and
0 sadness the
1 said and
9 said anna
1 said at
0 said bolkonski
0 said everyone
0 said girl
7 said he
0 said here
1 said his
1 said i
0 said in
0 said no
0 said nothing
0 said now
0 said oh
1 said pierre
11 said prince
0 said princess
7 said she
0 said so
0 said suffering
1 said that
16 said the
0 said there
0 said things
1 said this
1 said to
0 said trying
0 said was
0 said which
0 said you
0 sailing in
0 sake of
0 sake to
0 same coquettish
0 same time
1 same tone
0 same unchanging
0 same voice
0 same words
0 samovar as
1 sarcastic smile
1 sat down
0 sat listening
0 sat only
0 sat upright
0 satisfied my
0 satisfied youthful
1 save europe
0 save the
0 saviour preached
0 saw clearly
1 saw her
0 saw his
0 saw on
1 saw pierre
1 saw that
0 say a
0 say about
0 say he
0 say old
0 say she
0 say so
3 say something
0 say that
0 say the
0 say what
0 saying is
0 saying it
0 saying so
0 saying that
0 says or
0 scanned the
0 scarlet liveried
0 scenes this
0 scented and
0 scheme for
0 scherer heavens
0 scherer maid
0 scherer on
0 scherer she
0 screwed up
0 screwing up
0 search of
0 seat in
0 seat now
0 seat opposite
0 seated began
2 seated himself
0 second appeal
0 second epilogue
0 secret motive
0 secretary at
0 secretly to
0 secure it
0 seduisante de
0 see by
0 see how
0 see i
0 see what
1 see you
0 seeing the
0 seeks some
0 seem are
0 seemed interesting
0 seemed puckered
4 seemed to
1 seems to
0 seen him
0 seen it
0 seen my
0 seized pierre
0 self abnegation
1 self confidence
0 self confident
0 self satisfied
0 sending ambassadors
0 sense of
0 sent instead
0 sentence contez
0 sentences which
0 serene expression
0 serious talk
0 seriously to
1 served up
0 serves up
0 service as
0 serving him
0 set it
0 set the
0 set your
0 settled into
0 settled she
0 seven chapter
0 several persons
0 several voices
0 severely at
1 shall always
6 shall be
0 shape by
0 shapely shoulders
0 shawl and
0 shawl from
0 shawl had
0 she accorded
6 she added
0 she asked
0 she became
0 she believe
0 she concluded
0 she conducted
0 she contemplated
0 she continued
0 she did
0 she even
0 she faltered
0 she gave
0 she glanced
0 she gracefully
0 she greeted
9 she had
1 she has
0 she how
0 she hurried
0 she hurrying
0 she i
0 she in
5 she is
0 she kept
0 she knew
0 she left
0 she looked
0 she mentioned
0 she moved
0 she must
0 she named
0 she neither
0 she nor
0 she not
0 she occasionally
1 she passed
0 she rallied
0 she readjusted
0 she resumed
0 she returned
0 she rose
8 she said
0 she sat
2 she saw
1 she seemed
1 she smiled
0 she smilingly
0 she smoothed
0 she spoke
0 she spread
0 she stood
0 she suddenly
1 she to
1 she took
0 she turned
0 she wanted
4 she was
1 she went
1 she will
0 she with
0 she wore
0 shelf the
0 shining head
1 shoes and
0 shone still
1 short for
0 short pause
0 short silence
0 short swaying
0 short waisted
0 shortness of
0 should advise
0 should and
0 should have
0 should like
0 shoulder as
1 shoulders and
0 shoulders back
0 shoulders because
0 shoulders glossy
0 shoulders he
0 shoulders pierre
0 shoulders to
0 show any
0 show baron
0 show her
1 show that
0 showed greatness
0 showed that
0 showed them
0 showing impatience
0 shows greatness
1 shrugged his
0 shrugging her
0 shrugging his
0 shy but
0 shy of
0 side it
0 sides with
0 sighing disdainfully
1 sight of
0 sign to
0 significantly awaiting
0 signify his
0 signs to
0 silence again
0 silent and
0 silent approval
0 silent how
0 silent now
0 silent praise
0 silk stockings
0 silly look
0 silver samovar
0 simple and
0 simple minded
0 since his
0 since the
0 since your
0 sincere devotion
0 sir said
0 sister but
0 sister in
0 sister s
0 sister was
0 sit down
0 sitting down
0 sitting on
0 sitting some
0 sitting with
0 six chapter
0 slafe with
0 slapping his
0 slave and
0 slave as
0 slave slafe
0 sleepy did
0 sleeve in
0 slight rearrangement
0 slight rustle
0 slowly turning
0 small reception
0 small receptions
0 small talk
0 small white
2 smile and
0 smile as
0 smile come
0 smile dieu
0 smile from
1 smile i
0 smile it
0 smile madame
3 smile of
0 smile she
0 smile shone
0 smile that
0 smile the
0 smile their
0 smile there
0 smile though
0 smile was
1 smile which
0 smile with
0 smiled again
1 smiled and
0 smiled courteously
0 smiled her
1 smiled his
0 smiled no
0 smiled she
0 smiling amiably
1 smiling and
0 smiling at
0 smiling gratefully
0 smiling if
0 smiling in
0 smiling joyfully
0 smiling on
0 smiling she
0 smilingly and
0 smilingly inclining
0 smilingly waited
0 smoothed the
0 snatching the
0 so agreeably
0 so alarmed
1 so anna
0 so as
0 so dull
0 so eloquent
0 so emphatically
0 so enchanted
0 so for
0 so full
0 so genoa
0 so he
0 so it
0 so lightly
0 so lovely
0 so much
0 so necessary
0 so not
0 so rejoined
0 so remarked
1 so she
0 so soon
0 so tedious
0 so terrible
0 so that
1 so the
0 so tiresome
0 so virtuous
0 so weary
1 so you
0 social circle
0 social experience
0 social said
0 social tact
0 social topics
0 social vocation
0 society and
0 society anna
0 society had
0 society however
0 society i
0 society in
0 society more
0 society nothing
0 society of
0 society said
0 society the
0 society was
1 society will
0 sofa creak
0 sofa first
0 sofa near
0 sofa took
0 soft features
0 soiree the
0 solely to
0 solemn interest
0 solemnly at
0 some calls
0 some days
0 some impatience
0 some people
0 some reason
0 some secret
0 some time
0 some way
0 some work
0 something a
0 something and
0 something extraordinary
0 something inappropriate
0 something like
0 something more
0 something on
0 something particularly
0 something too
0 something two
0 something unexpectedly
0 something unintelligible
0 something very
0 sometimes even
0 sometimes the
0 son anatole
0 son and
0 son between
0 son boris
0 son but
0 son hippolyte
0 son it
0 son of
0 son shall
0 sons as
1 soon as
0 soon be
0 soon to
0 sorry to
0 soul by
0 soul said
0 soul she
0 sound of
0 sounding words
0 sovereign has
0 sovereign recognizes
0 sovereigns i
0 sovereigns madame
0 sovereigns why
0 sovereigns will
0 soyez tranquille
0 spared him
0 sparkling diamonds
0 spasmodically as
0 speak after
0 speak as
1 speak of
5 speak to
0 speak why
0 speaker was
0 speaking about
0 speaking french
0 speaking of
0 speaking to
0 special and
0 specially amiable
0 specially choice
0 spectacles and
0 spectacles the
0 speech about
0 speech and
0 speech without
0 spending about
0 spending an
0 spindle that
0 spindles hummed
0 spinning mill
0 spirit will
1 spite of
0 splendid children
0 spluttered again
0 spluttered and
0 spoiled child
0 spoke but
0 spoke in
0 spoke languidly
0 spoke smilingly
1 spoke to
0 spoke with
0 spread apart
1 spread out
0 spreading out
0 st petersburg
0 stale part
0 stared fixedly
0 stars on
0 start a
0 start my
0 start of
0 started the
0 started up
0 startled by
0 state of
0 statesman one
0 staying the
0 staying with
0 steadily and
0 steady proper
0 step offered
0 steps her
0 steps in
0 sticking the
0 still anna
0 still in
0 still less
1 still more
0 still seeks
0 still smiling
0 still talking
0 still try
0 stingy he
0 stingy she
0 stockings the
0 stood close
0 stood holding
0 stood in
0 stood russian
1 stood waiting
1 stop him
0 stop short
0 stopped or
0 stories said
0 story and
0 story in
0 story no
0 story prevented
0 story prince
0 story produced
0 story said
0 story there
0 story today
1 story was
0 stout about
0 stout heavily
0 stout young
0 straight in
0 stressing the
0 stricken but
0 striking contrast
0 struck but
0 studied carelessness
0 study like
0 study rubbing
0 stumbling in
0 stumbling with
0 stupid he
0 style like
0 subdued smile
0 subject and
0 subsequently repaid
0 subtle smile
0 such a
0 such an
0 such charming
0 such men
0 such russian
0 such self
0 such splendid
0 suddenly assumed
0 suddenly paused
0 suddenly prince
0 suddenly recognized
0 suddenly taking
0 suddenly there
0 suddenly turned
0 suffering from
0 suffering morally
0 sugary expression
0 suggested all
0 suggested anna
0 suit her
0 suited to
0 sullen self
0 superior to
0 supper with
0 supposes that
0 suppressed its
0 sure he
0 sure whether
0 surprising by
0 swaying steps
0 sweetly and
0 swindle and
0 swing the
0 swung it
0 syllable of
0 sympathy of
1 t be
0 t believe
0 t deserve
0 t feel
0 t help
0 t joke
0 t know
0 t let
0 t like
1 t promise
0 t remain
1 t speak
0 t tease
0 t tell
0 t understand
1 t you
1 table and
0 table he
0 table now
0 table repeated
0 table suggested
0 table with
0 tact habitual
0 tact in
0 take back
0 take her
0 take home
1 take me
0 take on
0 take pierre
0 take their
0 taking anna
0 taking her
0 taking leave
0 tale about
0 tale the
0 tale very
0 talk about
0 talk of
0 talk with
0 talked to
1 talking and
0 talking merrily
0 talking to
0 talking too
0 task was
0 taste and
0 tea in
0 tea table
0 tear worn
0 tears were
0 tease well
0 tedious none
0 teeth but
0 teeth thought
0 tell his
0 tell it
5 tell me
0 tell us
0 telling us
0 ten chapter
0 terms with
0 terrible as
0 terrible chap
0 terrible i
0 terrible than
0 terrified whisper
0 testify that
0 th brumaire
2 than anyone
0 than ever
0 than it
0 than the
0 than usual
0 thank god
0 thanked anna
0 that affair
2 that all
0 that an
0 that anatole
0 that antichrist
0 that assassination
0 that at
0 that balance
1 that buonaparte
0 that but
0 that came
0 that creaks
0 that day
0 that deed
0 that distorted
0 that drawing
0 that expressed
0 that god
0 that hardenburg
0 that has
10 that he
0 that her
0 that his
1 that i
1 that if
1 that in
4 that is
3 that it
0 that little
0 that matters
1 that moment
0 that morning
0 that my
1 that napoleon
0 that neither
0 that no
0 that not
0 that of
0 that once
0 that pierre
0 that political
0 that profound
0 that reason
0 that refined
0 that replied
1 that s
0 that sentence
1 that she
0 that since
6 that the
2 that there
0 that they
1 that this
0 that time
4 that was
0 that we
0 that weakness
0 that will
0 that would
1 that you
10 the abbe
0 the actions
0 the affectation
0 the air
0 the airs
2 the ambassador
1 the anecdote
1 the anteroom
0 the aristocracy
0 the arms
0 the army
0 the arrival
0 the astonished
3 the aunt
0 the average
0 the awkwardness
2 the balance
0 the ball
0 the bane
1 the baron
3 the beautiful
3 the best
0 the blood
0 the bourbon
1 the bourbons
0 the breast
0 the bridge
0 the brilliancy
0 the bump
0 the buonapartes
0 the buonapartists
3 the carriage
0 the case
0 the center
0 the ceremony
0 the chairs
0 the chief
0 the choicest
1 the circle
0 the clever
0 the climate
0 the color
0 the comedy
0 the company
0 the conde
0 the conduct
0 the constant
3 the contrary
6 the conversation
0 the conversational
0 the coronation
1 the country
0 the cross
0 the current
0 the dark
0 the disposal
0 the door
2 the dowager
1 the drawing
7 the duc
0 the effect
3 the elderly
0 the elite
5 the emperor
3 the empress
1 the english
0 the entertainment
0 the exception
0 the execution
0 the expectations
0 the expression
0 the face
0 the faces
1 the fact
0 the fainting
0 the familiarity
0 the famous
0 the fashion
0 the feminine
0 the fete
6 the first
1 the folds
1 the footman
0 the foreman
2 the french
0 the frenchman
3 the general
0 the gentle
0 the genuine
0 the girl
0 the glamour
0 the glass
1 the good
0 the great
2 the group
3 the guards
2 the guests
0 the half
2 the hall
0 the hands
1 the head
0 the health
0 the highest
0 the honor
0 the hospital
0 the house
0 the hydra
0 the imperial
0 the impossible
0 the infamies
0 the intellectual
0 the interest
1 the italian
0 the joys
0 the just
0 the kindhearted
1 the king
0 the kitchen
0 the ladies
0 the larger
2 the last
0 the late
0 the latest
1 the latter
1 the least
0 the light
12 the little
0 the lofty
0 the lower
0 the lowest
0 the machine
2 the maid
0 the maintenance
0 the match
0 the matter
0 the meaning
0 the means
0 the melancholy
0 the men
0 the middle
0 the midst
0 the military
0 the moment
0 the montmorencys
1 the more
0 the moscow
1 the most
2 the murder
0 the narrator
0 the nations
0 the needle
0 the news
0 the next
0 the noblest
0 the nod
3 the old
0 the one
0 the only
0 the orator
1 the other
1 the others
0 the palm
0 the path
3 the people
0 the person
0 the petitions
0 the place
0 the plague
0 the plume
1 the point
0 the politeness
1 the poor
1 the porch
0 the postilion
0 the present
0 the press
1 the pretty
0 the previous
12 the prince
11 the princess
0 the prisoners
0 the privilege
0 the prospect
0 the queen
1 the question
0 the quickness
0 the real
0 the rescue
4 the revolution
0 the reward
0 the rightful
1 the rights
0 the rivals
0 the rohans
2 the room
0 the royalist
0 the russian
0 the sad
0 the sake
6 the same
0 the saying
1 the self
1 the shawl
0 the shelf
0 the shortness
1 the sight
0 the silver
0 the sleeve
2 the smile
0 the social
1 the society
2 the sofa
0 the sound
3 the sovereigns
0 the speaker
0 the spindles
3 the story
0 the study
0 the subdued
2 the table
0 the tea
0 the th
0 the thing
0 the third
0 the throne
1 the time
0 the tips
0 the two
1 the usurper
35 the vicomte
0 the visitor
0 the war
1 the well
7 the whole
0 the wit
0 the womanly
0 the wonderful
1 the words
0 the workbag
1 the world
0 the wrinkles
3 the young
0 the youthful
0 theatricals and
0 their appreciation
0 their attention
0 their betrayal
0 their education
0 their end
0 their health
0 their hostess
0 their leave
0 their minds
0 their own
0 their petitions
0 their sons
1 them all
1 them and
0 them but
0 them cared
0 them each
1 them he
0 them in
0 them into
0 them knew
0 them less
0 them of
0 them pass
0 them pierre
0 them said
1 them the
0 them to
0 them under
0 them wanted
0 them were
0 themselves to
0 then a
0 then anna
0 then another
0 then current
1 then he
0 then i
0 then left
0 then prince
0 then she
0 then the
0 then tomorrow
0 then what
0 theory both
1 there and
0 there are
0 there i
0 there is
1 there not
0 there now
0 there one
0 there people
0 there said
0 there she
4 there was
0 there were
0 there would
0 these cares
0 these faces
0 these festivities
0 these greetings
0 these ideas
0 these if
0 these words
2 they are
0 they belonged
0 they crowded
0 they did
0 they done
0 they had
3 they have
0 they listened
0 they promised
0 they saw
3 they say
0 they too
0 they were
0 they will
0 thin and
0 thin careworn
0 thing can
0 thing continued
0 thing i
0 thing well
0 things but
0 things he
0 things will
0 think how
0 think it
1 think of
0 think said
0 think she
0 think so
0 think you
0 thinker he
0 thinking of
0 thinking the
0 third and
0 third group
0 thirteen chapter
0 this and
0 this bear
0 this brilliant
0 this desperate
0 this famous
0 this for
1 this he
0 this information
0 this instrument
1 this is
0 this last
0 this latest
0 this little
0 this lowest
0 this magnanimity
0 this man
0 this means
0 this murderer
0 this occurred
0 this old
0 this other
0 this post
0 this presently
0 this pretty
0 this prince
0 this princess
0 this project
1 this reception
0 this reinforcement
0 this resemblance
0 this silent
0 this smiling
0 this stout
0 this to
0 this unfortunate
0 this very
0 this was
0 this will
0 this wretched
1 this young
0 this youth
0 thoroughly attractive
0 those days
0 those present
0 those were
0 those who
0 those women
0 though anna
0 though embracing
0 though he
0 though i
1 though it
0 though politeness
0 though rather
0 though shy
0 though tears
0 though the
0 though with
0 though without
0 thought and
0 thought of
0 thought that
0 thought today
0 thoughts that
0 thoughts things
0 thousand rubles
0 three chapter
0 three cornered
0 three groups
0 throne and
0 throne of
1 through his
0 through prince
1 through the
0 throw itself
0 thus at
0 tightly listen
0 till it
0 till the
0 time a
0 time as
0 time had
0 time i
0 time it
0 time probably
0 time saw
1 time she
0 time the
0 time through
5 time to
0 time who
0 times like
0 tips of
0 tiresome that
3 to a
0 to all
0 to an
0 to anarchy
0 to and
5 to anna
2 to another
1 to answer
0 to any
0 to appeal
0 to appear
1 to arrive
5 to ask
1 to attend
14 to be
0 to bear
0 to become
1 to begin
0 to behave
0 to bonaparte
0 to bore
0 to bring
0 to burn
1 to check
0 to choose
0 to come
0 to commit
0 to compliment
0 to comply
0 to console
0 to continue
0 to correct
0 to criticize
0 to cruel
0 to deal
0 to defend
0 to deprive
0 to diminish
0 to disappoint
0 to distinguish
0 to disturb
6 to do
1 to each
0 to eat
0 to endure
1 to enter
0 to evacuate
1 to everyone
0 to everything
1 to express
0 to fall
0 to find
0 to finish
0 to flag
2 to get
0 to give
0 to glory
4 to go
1 to have
1 to hear
0 to help
17 to her
0 to hers
0 to herself
4 to him
10 to his
0 to indicate
0 to interrupt
1 to it
0 to justify
0 to keep
2 to know
0 to last
2 to leave
0 to let
1 to lise
3 to listen
2 to look
2 to make
4 to me
2 to meet
0 to mlle
0 to morio
0 to my
0 to myself
0 to obtain
1 to one
0 to other
0 to others
0 to paris
0 to perform
0 to petersburg
0 to pierre
0 to place
0 to prevent
2 to prince
0 to procure
1 to prove
0 to put
0 to rebuke
0 to regard
0 to restore
0 to retire
0 to return
0 to rumyantsev
3 to say
0 to secure
1 to see
3 to show
0 to signify
0 to small
1 to smile
0 to some
4 to speak
0 to start
1 to stop
0 to such
0 to supper
6 to take
0 to tell
0 to testify
40 to the
0 to their
1 to them
0 to think
1 to this
0 to time
0 to tone
0 to visit
0 to what
1 to which
0 to whisper
0 to wish
0 to work
1 to you
0 tocchi god
1 today and
0 today is
0 today s
0 token of
0 told a
0 told his
0 told in
0 told it
0 told me
0 told she
0 tolerant smile
0 tolstoi contents
0 tolstoy tolstoi
0 tomorrow you
0 tone admitting
1 tone as
0 tone beneath
0 tone down
0 tone it
0 tone of
0 tone to
0 tone what
0 tone which
0 tone write
0 tongue as
0 tonight between
0 tonight le
0 tonight listen
0 too are
0 too eagerly
1 too far
0 too large
0 too loudly
0 too naturally
0 too noisy
0 too plump
0 too short
0 too terrible
0 too victorious
0 too were
0 took from
0 took her
1 took his
1 took up
0 topics were
0 touche they
0 touches it
0 touching his
0 toward anna
0 toward him
0 toward the
0 toyshop did
0 trace of
0 tracing the
0 tranquille lise
2 transferred to
0 trap i
0 treat to
0 treat you
0 trick on
0 trimmed dainty
0 trimmed with
0 true he
0 true that
0 true to
0 try to
0 trying through
1 trying to
2 turned away
0 turned completely
0 turned his
0 turned out
1 turned to
0 turned toward
0 turning and
1 turning her
0 turning his
4 turning to
0 twelve chapter
0 two chapter
1 two footmen
1 two such
0 two very
0 two young
0 ugly his
3 unable to
0 unamiable outburst
1 unchanging smile
1 under observation
0 under pretense
0 under the
1 understand the
0 understand things
0 understanding but
0 understood and
1 understood the
0 une dame
0 unexpectedly coarse
0 unexpectedly kind
0 unfairly sometimes
0 unfavorable to
0 unfortunate fete
0 ungainly stout
0 unhappy she
0 unhappy with
0 uniform knee
0 unintelligible and
0 unintelligible why
0 unless perhaps
0 unlike the
0 unnatural positions
0 unnecessary she
1 unpleasant and
0 unquestionable and
0 unsuited to
0 until they
0 untried i
1 up and
1 up as
0 up behind
0 up by
0 up clock
2 up her
1 up his
0 up instead
0 up into
0 up making
0 up pensively
0 up the
0 up their
4 up to
0 up with
0 upon bonaparte
0 upon him
1 upper lip
0 upright glancing
0 us all
0 us of
0 us russia
0 us such
0 used only
0 using his
0 usual familiarity
0 usual so
0 usual spoke
0 usurper and
0 usurper the
0 uttered them
0 v and
16 v chapter
0 vacant wearied
0 vasili always
1 vasili and
0 vasili but
0 vasili cried
0 vasili did
0 vasili in
0 vasili knew
0 vasili kuragin
0 vasili listened
5 vasili s
0 vasili seized
0 vasili smiled
0 vasili that
1 vasili to
0 vasili wished
0 vehemently with
0 velvet bag
0 very big
0 very charmed
0 very clearly
0 very clever
0 very evening
0 very fine
0 very glad
1 very good
0 very gravely
0 very handsome
0 very heels
0 very high
0 very ill
1 very interesting
0 very lovely
0 very much
0 very neatly
1 very nice
0 very politely
1 very pretty
0 very profound
0 very rich
0 very said
0 very sorry
0 very stingy
0 very stupid
1 very unhappy
0 very witty
0 vexatious duty
16 vi chapter
0 vi having
0 vicomte after
3 vicomte and
0 vicomte appreciated
0 vicomte bowed
0 vicomte contemptuously
0 vicomte continued
0 vicomte de
0 vicomte for
0 vicomte has
0 vicomte having
0 vicomte he
1 vicomte i
0 vicomte in
0 vicomte is
0 vicomte knew
0 vicomte lifted
0 vicomte merely
0 vicomte polite
0 vicomte quite
1 vicomte s
2 vicomte said
0 vicomte the
2 vicomte to
0 vicomte told
2 vicomte was
1 vicomte who
0 vicomte whom
0 vicomte wished
0 vicomte with
0 vicomte without
0 victorious beauty
0 vienna the
0 views as
0 vigorous attack
16 vii chapter
16 viii chapter
0 village elder
0 villain we
0 violence exile
0 virtuous and
0 virulent attack
0 visit a
0 visit is
0 visit mademoiselle
0 visitor entered
0 visitor performed
0 visitor though
0 visitor to
2 vocation and
0 voice and
0 voice anna
0 voice but
0 voice so
0 voice those
0 voices capital
0 volunteer and
0 waisted lace
0 wait a
0 wait just
0 waited all
0 waited so
0 waiting by
3 waiting for
0 waiting till
0 waiting to
0 want and
0 wanted liberty
1 wanted to
0 wants baron
0 wants nothing
1 war and
0 war if
0 war is
0 war prince
0 war she
0 warn you
11 was a
0 was about
0 was absent
0 was accomplished
0 was adjusting
0 was aiming
0 was all
0 was also
0 was always
1 was an
0 was as
0 was assembled
0 was beginning
1 was being
0 was better
0 was blocking
0 was caesar
0 was certainly
0 was considering
0 was continuing
0 was doing
0 was dressed
0 was dulled
0 was especially
2 was evident
0 was exceedingly
0 was explaining
0 was gathered
0 was good
0 was gradually
0 was great
0 was grouped
1 was helping
0 was her
0 was his
0 was horrible
0 was horror
0 was however
0 was impossible
4 was in
0 was instantaneously
0 was just
1 was justified
0 was lit
0 was meeting
0 was mentioned
0 was nicknamed
0 was no
1 was not
0 was now
0 was obviously
1 was one
0 was pleased
0 was poor
0 was quite
0 was rather
0 was saying
0 was served
0 was silent
0 was sitting
0 was so
0 was something
0 was still
0 was subject
0 was surprising
0 was taking
0 was talking
4 was the
0 was thin
0 was thus
0 was time
1 was to
0 was told
0 was too
0 was touching
0 was unable
0 was ungainly
0 was unintelligible
0 was unlike
2 was very
0 was why
0 watch on
0 watch ready
0 watched him
0 watchful eye
0 way allow
0 way for
0 way more
0 way off
0 way the
2 way to
0 we alone
0 we are
0 we fathers
0 we rely
1 we shall
0 we wanted
0 we will
0 weak his
0 weakness in
0 wearied grimace
0 wearied him
0 weariness of
0 wearing an
0 wearing large
0 wearisome if
0 weary and
0 weary bored
0 wednesday i
0 well after
0 well and
0 well as
0 well au
0 well garnished
2 well known
0 well mon
0 well prince
0 well while
0 went into
3 went on
0 went round
0 went suddenly
0 went up
0 went with
0 were becoming
0 were closed
0 were ended
0 were extremes
0 were gathered
0 were high
1 were in
0 were like
0 were meaningless
0 were not
0 were particular
0 were pitied
0 were saying
0 were she
0 were silent
0 were talking
0 were trying
0 were very
2 what a
0 what answer
0 what are
0 what can
0 what do
1 what has
2 what have
0 what he
1 what i
1 what is
0 what little
0 what monsieur
0 what news
0 what revolution
0 what the
0 what this
1 what was
0 what we
0 what will
1 what would
1 what you
0 wheels rattled
0 when and
0 when conversing
7 when he
5 when she
0 whenever the
0 where chapter
1 where he
2 where the
